"line","song_id","song_name","artist_id","artist_name","song_line","album"
"Long as you satisfy me",1538335,"I'm Leaving",498,"Beyoncé",4,"Speak My Mind"
"But as the weeks went by I, I started feelin' strange",1538335,"I'm Leaving",498,"Beyoncé",5,"Speak My Mind"
"Somethin' was deep in my heart, somethin' I can't explain",1538335,"I'm Leaving",498,"Beyoncé",6,"Speak My Mind"
"I think I'm fallin' in love with you boy",1538335,"I'm Leaving",498,"Beyoncé",7,"Speak My Mind"
"I'm needing you so much, I'm cryin' just to feel your touch",1538335,"I'm Leaving",498,"Beyoncé",8,"Speak My Mind"
"I gotta leave you",1538335,"I'm Leaving",498,"Beyoncé",9,"Speak My Mind"
"I didn't want no man",1538335,"I'm Leaving",498,"Beyoncé",10,"Speak My Mind"
"I didn't wanna fall in love, and",1538335,"I'm Leaving",498,"Beyoncé",11,"Speak My Mind"
"I didn't care about your girl",1538335,"I'm Leaving",498,"Beyoncé",12,"Speak My Mind"
"I didn't care how we would end up",1538335,"I'm Leaving",498,"Beyoncé",13,"Speak My Mind"
"But that was then, this is now",1538335,"I'm Leaving",498,"Beyoncé",14,"Speak My Mind"
"I think I'm experiencing love",1538335,"I'm Leaving",498,"Beyoncé",15,"Speak My Mind"
"I don't wanna wreck up your home",1538335,"I'm Leaving",498,"Beyoncé",16,"Speak My Mind"
"That's why I'm convinced, I gotta go",1538335,"I'm Leaving",498,"Beyoncé",17,"Speak My Mind"
"When I first met you, you told me exactly how it would be",1538335,"I'm Leaving",498,"Beyoncé",18,"Speak My Mind"
"You had a lady and couldn't spend all your time with me",1538335,"I'm Leaving",498,"Beyoncé",19,"Speak My Mind"
"I only wanted to kick it, so I said 'cool, you can keep her'",1538335,"I'm Leaving",498,"Beyoncé",20,"Speak My Mind"
"Long as you satisfy me",1538335,"I'm Leaving",498,"Beyoncé",21,"Speak My Mind"
"But as the weeks went by I, I started feelin' strange",1538335,"I'm Leaving",498,"Beyoncé",22,"Speak My Mind"
"Somethin' was deep in my heart, somethin' I can't explain",1538335,"I'm Leaving",498,"Beyoncé",23,"Speak My Mind"
"I think I'm fallin' in love with you boy",1538335,"I'm Leaving",498,"Beyoncé",24,"Speak My Mind"
"I'm needing you so much, I'm cryin' just to feel your touch",1538335,"I'm Leaving",498,"Beyoncé",25,"Speak My Mind"
"I gotta leave you",1538335,"I'm Leaving",498,"Beyoncé",26,"Speak My Mind"
"Everytime she calls, you expect",1538335,"I'm Leaving",498,"Beyoncé",27,"Speak My Mind"
"Me to disappear like we never met",1538335,"I'm Leaving",498,"Beyoncé",28,"Speak My Mind"
"At first I didn't mind, but now I",1538335,"I'm Leaving",498,"Beyoncé",29,"Speak My Mind"
"Sometimes feel like you're all mine",1538335,"I'm Leaving",498,"Beyoncé",30,"Speak My Mind"
"You told me it was all about me, me",1538335,"I'm Leaving",498,"Beyoncé",31,"Speak My Mind"
"It's not about me if your still with her",1538335,"I'm Leaving",498,"Beyoncé",32,"Speak My Mind"
"Now I've realized that I've gotta move on",1538335,"I'm Leaving",498,"Beyoncé",33,"Speak My Mind"
"It might be hard, but I",1538335,"I'm Leaving",498,"Beyoncé",34,"Speak My Mind"
"I gotta move on",1538335,"I'm Leaving",498,"Beyoncé",35,"Speak My Mind"
"When I first met you, you told me exactly how it would be",1538335,"I'm Leaving",498,"Beyoncé",36,"Speak My Mind"
"You had a lady and couldn't spend all your time with me",1538335,"I'm Leaving",498,"Beyoncé",37,"Speak My Mind"
"I only wanted to kick it, so I said 'cool, you can keep her'",1538335,"I'm Leaving",498,"Beyoncé",38,"Speak My Mind"
"Long as you satisfy me",1538335,"I'm Leaving",498,"Beyoncé",39,"Speak My Mind"
"But as the weeks went by I, I started feelin' strange",1538335,"I'm Leaving",498,"Beyoncé",40,"Speak My Mind"
"Somethin' was deep in my heart, somethin' I can't explain",1538335,"I'm Leaving",498,"Beyoncé",41,"Speak My Mind"
"I think I'm fallin' in love with you boy",1538335,"I'm Leaving",498,"Beyoncé",42,"Speak My Mind"
"I'm needing you so much, I'm cryin' just to feel your touch",1538335,"I'm Leaving",498,"Beyoncé",43,"Speak My Mind"
"I gotta leave you",1538335,"I'm Leaving",498,"Beyoncé",44,"Speak My Mind"
"I gotta leave you (gotta leave you)",1538335,"I'm Leaving",498,"Beyoncé",45,"Speak My Mind"
"I gotta leave you (gotta leave you)",1538335,"I'm Leaving",498,"Beyoncé",46,"Speak My Mind"
"Ya lo ves, ya lo ves",2111719,"Irreemplazable",498,"Beyoncé",1,"Irreemplazable[note 7]"
"Te olvidé, te olvidé",2111719,"Irreemplazable",498,"Beyoncé",2,"Irreemplazable[note 7]"
"Ya lo ves, ya lo ves",2111719,"Irreemplazable",498,"Beyoncé",3,"Irreemplazable[note 7]"
"Ya lo ves amor esta vez te olvidé",2111719,"Irreemplazable",498,"Beyoncé",4,"Irreemplazable[note 7]"
"En el closet, en un rincón están tus cosas",2111719,"Irreemplazable",498,"Beyoncé",5,"Irreemplazable[note 7]"
"Esto se acabó (se acabó)",2111719,"Irreemplazable",498,"Beyoncé",6,"Irreemplazable[note 7]"
"Te juro que no te aguanto más",2111719,"Irreemplazable",498,"Beyoncé",7,"Irreemplazable[note 7]"
"No te quiero ya ni como amante",2111719,"Irreemplazable",498,"Beyoncé",8,"Irreemplazable[note 7]"
"Esta vez no ganarás",2111719,"Irreemplazable",498,"Beyoncé",9,"Irreemplazable[note 7]"
"Te puedes marchar y no vuelvas jamás",2111719,"Irreemplazable",498,"Beyoncé",10,"Irreemplazable[note 7]"
"Y si acaso piensas que esta vez voy a perdonar",2111719,"Irreemplazable",498,"Beyoncé",11,"Irreemplazable[note 7]"
"Ya verás que nunca más me vuelves a engañar",2111719,"Irreemplazable",498,"Beyoncé",12,"Irreemplazable[note 7]"
"Ya lárgate…",2111719,"Irreemplazable",498,"Beyoncé",13,"Irreemplazable[note 7]"
"¿Qué sabes tú de mí?",2111719,"Irreemplazable",498,"Beyoncé",14,"Irreemplazable[note 7]"
"No me hagas reír",2111719,"Irreemplazable",498,"Beyoncé",15,"Irreemplazable[note 7]"
"Tú creías que eras imprescindible",2111719,"Irreemplazable",498,"Beyoncé",16,"Irreemplazable[note 7]"
"Pero sin tu amor no voy a morirme, baby",2111719,"Irreemplazable",498,"Beyoncé",17,"Irreemplazable[note 7]"
"¿Qué sabes tú de mí?",2111719,"Irreemplazable",498,"Beyoncé",18,"Irreemplazable[note 7]"
"No me hagas reír",2111719,"Irreemplazable",498,"Beyoncé",19,"Irreemplazable[note 7]"
"Me verás con otro hombre a mi lado",2111719,"Irreemplazable",498,"Beyoncé",20,"Irreemplazable[note 7]"
"Ya lo ves traidor voy a sustituirte",2111719,"Irreemplazable",498,"Beyoncé",21,"Irreemplazable[note 7]"
"A olvidar tu amor…",2111719,"Irreemplazable",498,"Beyoncé",22,"Irreemplazable[note 7]"
"Ya me curé del dolor",2111719,"Irreemplazable",498,"Beyoncé",23,"Irreemplazable[note 7]"
"Ya te saqué de mi corazón",2111719,"Irreemplazable",498,"Beyoncé",24,"Irreemplazable[note 7]"
"Vete con ella, solos los dos",2111719,"Irreemplazable",498,"Beyoncé",25,"Irreemplazable[note 7]"
"Pobre de ti, lárgate me das asco",2111719,"Irreemplazable",498,"Beyoncé",26,"Irreemplazable[note 7]"
"Tú eras mi luz, pero hay amores que matan de daño",2111719,"Irreemplazable",498,"Beyoncé",27,"Irreemplazable[note 7]"
"Me cansé de ti",2111719,"Irreemplazable",498,"Beyoncé",28,"Irreemplazable[note 7]"
"Ya no soy aquella infeliz",2111719,"Irreemplazable",498,"Beyoncé",29,"Irreemplazable[note 7]"
"Y si acaso piensas que esta vez voy a perdonar",2111719,"Irreemplazable",498,"Beyoncé",30,"Irreemplazable[note 7]"
"Ya verás que nunca más me vuelves a engañar",2111719,"Irreemplazable",498,"Beyoncé",31,"Irreemplazable[note 7]"
"Ya lárgate…",2111719,"Irreemplazable",498,"Beyoncé",32,"Irreemplazable[note 7]"
"¿Qué sabes tú de mí?",2111719,"Irreemplazable",498,"Beyoncé",33,"Irreemplazable[note 7]"
"No me hagas reír",2111719,"Irreemplazable",498,"Beyoncé",34,"Irreemplazable[note 7]"
"Tú creías que eras imprescindible",2111719,"Irreemplazable",498,"Beyoncé",35,"Irreemplazable[note 7]"
"Pero sin tu amor no voy a morirme, baby",2111719,"Irreemplazable",498,"Beyoncé",36,"Irreemplazable[note 7]"
"¿Qué sabes tú de mí?",2111719,"Irreemplazable",498,"Beyoncé",37,"Irreemplazable[note 7]"
"No me hagas reír",2111719,"Irreemplazable",498,"Beyoncé",38,"Irreemplazable[note 7]"
"Me verás con otro hombre a mi lado",2111719,"Irreemplazable",498,"Beyoncé",39,"Irreemplazable[note 7]"
"Ya lo ves traidor voy a sustituirte",2111719,"Irreemplazable",498,"Beyoncé",40,"Irreemplazable[note 7]"
"Voy a olvidar tu amor (voy a olvidar tu amor…)",2111719,"Irreemplazable",498,"Beyoncé",41,"Irreemplazable[note 7]"
"Ya no soy nada para ti (voy a olvidar tu amor…)",2111719,"Irreemplazable",498,"Beyoncé",42,"Irreemplazable[note 7]"
"Alguien que no conoces (conoces…)",2111719,"Irreemplazable",498,"Beyoncé",43,"Irreemplazable[note 7]"
"Lo nuestro se acabó (se acabó…)",2111719,"Irreemplazable",498,"Beyoncé",44,"Irreemplazable[note 7]"
"Tanto daño al fin lo destruyó (destruyó…)",2111719,"Irreemplazable",498,"Beyoncé",45,"Irreemplazable[note 7]"
"Nunca lloraré por ti (lloraré por ti)",2111719,"Irreemplazable",498,"Beyoncé",46,"Irreemplazable[note 7]"
"Porque ya me cansé de ti (ya me cansé de ti)",2111719,"Irreemplazable",498,"Beyoncé",47,"Irreemplazable[note 7]"
"No eres más imprescindible",2111719,"Irreemplazable",498,"Beyoncé",48,"Irreemplazable[note 7]"
"Ya lo ves, ya lo ves",2111719,"Irreemplazable",498,"Beyoncé",49,"Irreemplazable[note 7]"
"Te olvidé, te olvidé",2111719,"Irreemplazable",498,"Beyoncé",50,"Irreemplazable[note 7]"
"Hum…",2111719,"Irreemplazable",498,"Beyoncé",51,"Irreemplazable[note 7]"
"Ya lo ves, ya lo ves",2111719,"Irreemplazable",498,"Beyoncé",52,"Irreemplazable[note 7]"
"Ya lo ves amor esta vez te olvidé",2111719,"Irreemplazable",498,"Beyoncé",53,"Irreemplazable[note 7]"
"Te olvidé, te olvidé",2111719,"Irreemplazable",498,"Beyoncé",54,"Irreemplazable[note 7]"
"Ya lo ves traidor voy a sustituirte",2111719,"Irreemplazable",498,"Beyoncé",55,"Irreemplazable[note 7]"
"Voy a olvidar tu amor",2111719,"Irreemplazable",498,"Beyoncé",56,"Irreemplazable[note 7]"
"¿Qué sabes tú de mí?",2111719,"Irreemplazable",498,"Beyoncé",57,"Irreemplazable[note 7]"
"No me hagas reír",2111719,"Irreemplazable",498,"Beyoncé",58,"Irreemplazable[note 7]"
"Tú creías que eras imprescindible",2111719,"Irreemplazable",498,"Beyoncé",59,"Irreemplazable[note 7]"
"Pero sin tu amor no voy a morirme, baby",2111719,"Irreemplazable",498,"Beyoncé",60,"Irreemplazable[note 7]"
"¿Qué sabes tú de mí?",2111719,"Irreemplazable",498,"Beyoncé",61,"Irreemplazable[note 7]"
"No me hagas reír",2111719,"Irreemplazable",498,"Beyoncé",62,"Irreemplazable[note 7]"
"Me verás con otro hombre a mi lado",2111719,"Irreemplazable",498,"Beyoncé",63,"Irreemplazable[note 7]"
"Ya lo ves traidor voy a sustituirte",2111719,"Irreemplazable",498,"Beyoncé",64,"Irreemplazable[note 7]"
"¿Qué sabes tú de mí? (baby…)",2111719,"Irreemplazable",498,"Beyoncé",65,"Irreemplazable[note 7]"
"No me hagas reír",2111719,"Irreemplazable",498,"Beyoncé",66,"Irreemplazable[note 7]"
"Tú creías que eras imprescindible",2111719,"Irreemplazable",498,"Beyoncé",67,"Irreemplazable[note 7]"
"Pero sin tu amor no voy a morirme",2111719,"Irreemplazable",498,"Beyoncé",68,"Irreemplazable[note 7]"
"(¿Qué sabes tú de mí?)",2111719,"Irreemplazable",498,"Beyoncé",69,"Irreemplazable[note 7]"
"No hay más que hablar, terminamos",2111719,"Irreemplazable",498,"Beyoncé",70,"Irreemplazable[note 7]"
"(No me hagas reír)",2111719,"Irreemplazable",498,"Beyoncé",71,"Irreemplazable[note 7]"
"Este cuento al fin se ha acabado",2111719,"Irreemplazable",498,"Beyoncé",72,"Irreemplazable[note 7]"
"Me verás con otro hombre a mi lado",2111719,"Irreemplazable",498,"Beyoncé",73,"Irreemplazable[note 7]"
"Ya lo ves traidor voy a sustituirte",2111719,"Irreemplazable",498,"Beyoncé",74,"Irreemplazable[note 7]"
"Voy a olvidar tu amor…",2111719,"Irreemplazable",498,"Beyoncé",75,"Irreemplazable[note 7]"
"To the left, to the left",2441980,"Irreplaceable",498,"Beyoncé",1,"B'Day"
"To the left, to the left (Mmm)",2441980,"Irreplaceable",498,"Beyoncé",2,"B'Day"
"To the left, to the left",2441980,"Irreplaceable",498,"Beyoncé",3,"B'Day"
"Everything you own in the box to the left",2441980,"Irreplaceable",498,"Beyoncé",4,"B'Day"
"In the closet, that's my stuff",2441980,"Irreplaceable",498,"Beyoncé",5,"B'Day"
"Yes, if I bought it, please don't touch (Don't touch)",2441980,"Irreplaceable",498,"Beyoncé",6,"B'Day"
"And keep talking that mess that's fine",2441980,"Irreplaceable",498,"Beyoncé",7,"B'Day"
"But could you walk and talk at the same time",2441980,"Irreplaceable",498,"Beyoncé",8,"B'Day"
"And, it's my name that's on that jag",2441980,"Irreplaceable",498,"Beyoncé",9,"B'Day"
"So remove your bags, let me call you a cab",2441980,"Irreplaceable",498,"Beyoncé",10,"B'Day"
"Standing in the front yard",2441980,"Irreplaceable",498,"Beyoncé",11,"B'Day"
"Tellin' me, how I'm such a fool",2441980,"Irreplaceable",498,"Beyoncé",12,"B'Day"
"Talkin' 'bout, how I'll never ever find a man like you",2441980,"Irreplaceable",498,"Beyoncé",13,"B'Day"
"You got me twisted",2441980,"Irreplaceable",498,"Beyoncé",14,"B'Day"
"You must not know about me, you must not know about me",2441980,"Irreplaceable",498,"Beyoncé",15,"B'Day"
"I could have another you in a minute",2441980,"Irreplaceable",498,"Beyoncé",16,"B'Day"
"Matter of fact, he'll be here in a minute, baby",2441980,"Irreplaceable",498,"Beyoncé",17,"B'Day"
"You must not know about me, you must not know about me",2441980,"Irreplaceable",498,"Beyoncé",18,"B'Day"
"I can have another you by tomorrow",2441980,"Irreplaceable",498,"Beyoncé",19,"B'Day"
"So don't you ever for a second get to thinking",2441980,"Irreplaceable",498,"Beyoncé",20,"B'Day"
"You're irreplaceable",2441980,"Irreplaceable",498,"Beyoncé",21,"B'Day"
"So go ahead and get gone",2441980,"Irreplaceable",498,"Beyoncé",22,"B'Day"
"Call up that chick and see if she's home",2441980,"Irreplaceable",498,"Beyoncé",23,"B'Day"
"Oops, I bet you thought, that I didn't know",2441980,"Irreplaceable",498,"Beyoncé",24,"B'Day"
"What did you think I was putting you out for?",2441980,"Irreplaceable",498,"Beyoncé",25,"B'Day"
"'Cause you was untrue",2441980,"Irreplaceable",498,"Beyoncé",26,"B'Day"
"Rollin' her around in the car that I bought you",2441980,"Irreplaceable",498,"Beyoncé",27,"B'Day"
"Baby, drop them keys",2441980,"Irreplaceable",498,"Beyoncé",28,"B'Day"
"Hurry up before your taxi leaves",2441980,"Irreplaceable",498,"Beyoncé",29,"B'Day"
"Standing in the front yard",2441980,"Irreplaceable",498,"Beyoncé",30,"B'Day"
"Tellin' me, how I'm such a fool",2441980,"Irreplaceable",498,"Beyoncé",31,"B'Day"
"Talkin' 'bout, how I'll never ever find a man like you",2441980,"Irreplaceable",498,"Beyoncé",32,"B'Day"
"You got me twisted",2441980,"Irreplaceable",498,"Beyoncé",33,"B'Day"
"You must not know about me, you must not know about me",2441980,"Irreplaceable",498,"Beyoncé",34,"B'Day"
"I could have another you in a minute",2441980,"Irreplaceable",498,"Beyoncé",35,"B'Day"
"Matter of fact, he'll be here in a minute, baby",2441980,"Irreplaceable",498,"Beyoncé",36,"B'Day"
"You must not know about me, you must not know about me",2441980,"Irreplaceable",498,"Beyoncé",37,"B'Day"
"I will have another you by tomorrow",2441980,"Irreplaceable",498,"Beyoncé",38,"B'Day"
"So don't you ever for a second get to thinking",2441980,"Irreplaceable",498,"Beyoncé",39,"B'Day"
"You're irreplaceable (Irreplaceable)",2441980,"Irreplaceable",498,"Beyoncé",40,"B'Day"
"So since I'm not your everything (Irreplaceable)",2441980,"Irreplaceable",498,"Beyoncé",41,"B'Day"
"How about I'll be nothing (Nothing)",2441980,"Irreplaceable",498,"Beyoncé",42,"B'Day"
"Nothing at all to you (Nothing)",2441980,"Irreplaceable",498,"Beyoncé",43,"B'Day"
"Baby, I won't shed a tear for you (I won't shed a tear)",2441980,"Irreplaceable",498,"Beyoncé",44,"B'Day"
"I won't lose a wink of sleep",2441980,"Irreplaceable",498,"Beyoncé",45,"B'Day"
"'Cause the truth of the matter is",2441980,"Irreplaceable",498,"Beyoncé",46,"B'Day"
"Replacing you was so easy",2441980,"Irreplaceable",498,"Beyoncé",47,"B'Day"
"To the left, to the left",2441980,"Irreplaceable",498,"Beyoncé",48,"B'Day"
"To the left, to the left (Mmm)",2441980,"Irreplaceable",498,"Beyoncé",49,"B'Day"
"To the left, to the left",2441980,"Irreplaceable",498,"Beyoncé",50,"B'Day"
"Everything you own in the box to the left",2441980,"Irreplaceable",498,"Beyoncé",51,"B'Day"
"To the left, to the left",2441980,"Irreplaceable",498,"Beyoncé",52,"B'Day"
"Don't you ever for a second get to thinking",2441980,"Irreplaceable",498,"Beyoncé",53,"B'Day"
"You're irreplaceable",2441980,"Irreplaceable",498,"Beyoncé",54,"B'Day"
"You must not know about me, you must not know about me",2441980,"Irreplaceable",498,"Beyoncé",55,"B'Day"
"I could have another you in a minute",2441980,"Irreplaceable",498,"Beyoncé",56,"B'Day"
"Matter of fact, he'll be here in a minute, baby",2441980,"Irreplaceable",498,"Beyoncé",57,"B'Day"
"You must not know about me, you must not know about me",2441980,"Irreplaceable",498,"Beyoncé",58,"B'Day"
"I can have another you by tomorrow",2441980,"Irreplaceable",498,"Beyoncé",59,"B'Day"
"So don't you ever for a second get to thinking (Baby)",2441980,"Irreplaceable",498,"Beyoncé",60,"B'Day"
"You must not know about me, you must not know about me",2441980,"Irreplaceable",498,"Beyoncé",61,"B'Day"
"I could have another you in a minute",2441980,"Irreplaceable",498,"Beyoncé",62,"B'Day"
"Matter of fact, he'll be here in a minute",2441980,"Irreplaceable",498,"Beyoncé",63,"B'Day"
"You can pack all your bags (You must not know about me)",2441980,"Irreplaceable",498,"Beyoncé",64,"B'Day"
"We're finished (You must not know about me)",2441980,"Irreplaceable",498,"Beyoncé",65,"B'Day"
"'Cause you made your bed",2441980,"Irreplaceable",498,"Beyoncé",66,"B'Day"
"Now lay in it",2441980,"Irreplaceable",498,"Beyoncé",67,"B'Day"
"I can have another you by tomorrow",2441980,"Irreplaceable",498,"Beyoncé",68,"B'Day"
"Don't you ever for a second get to thinking",2441980,"Irreplaceable",498,"Beyoncé",69,"B'Day"
"You're irreplaceable",2441980,"Irreplaceable",498,"Beyoncé",70,"B'Day"
"I wanna leave my footprints on the sands of time",73506,"I Was Here",498,"Beyoncé",1,"4"
"Know there was something that meant something that I left behind",73506,"I Was Here",498,"Beyoncé",2,"4"
"When I leave this world, I'll leave no regrets",73506,"I Was Here",498,"Beyoncé",3,"4"
"Leave something to remember, so they won't forget",73506,"I Was Here",498,"Beyoncé",4,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",5,"4"
"I lived, I loved",73506,"I Was Here",498,"Beyoncé",6,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",7,"4"
"I did, I've done everything that I wanted",73506,"I Was Here",498,"Beyoncé",8,"4"
"And it was more than I thought it would be",73506,"I Was Here",498,"Beyoncé",9,"4"
"I will leave my mark so everyone will know",73506,"I Was Here",498,"Beyoncé",10,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",11,"4"
"I wanna say I lived each day, until I die",73506,"I Was Here",498,"Beyoncé",12,"4"
"And know that I meant something in, somebody's life",73506,"I Was Here",498,"Beyoncé",13,"4"
"The hearts I have touched, will be the proof that I leave",73506,"I Was Here",498,"Beyoncé",14,"4"
"That I made a difference, and this world will see",73506,"I Was Here",498,"Beyoncé",15,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",16,"4"
"I lived, I loved",73506,"I Was Here",498,"Beyoncé",17,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",18,"4"
"I did, I've done everything that I wanted",73506,"I Was Here",498,"Beyoncé",19,"4"
"And it was more than I thought it would be",73506,"I Was Here",498,"Beyoncé",20,"4"
"I will leave my mark so everyone will know",73506,"I Was Here",498,"Beyoncé",21,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",22,"4"
"I lived, I loved",73506,"I Was Here",498,"Beyoncé",23,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",24,"4"
"I did, I’ve done everything that I wanted",73506,"I Was Here",498,"Beyoncé",25,"4"
"And it was more than I thought it would be",73506,"I Was Here",498,"Beyoncé",26,"4"
"I will leave my mark so everyone will know",73506,"I Was Here",498,"Beyoncé",27,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",28,"4"
"I just want them to know",73506,"I Was Here",498,"Beyoncé",29,"4"
"That I gave my all, did my best",73506,"I Was Here",498,"Beyoncé",30,"4"
"Brought someone some happiness",73506,"I Was Here",498,"Beyoncé",31,"4"
"Left this world a little better just because",73506,"I Was Here",498,"Beyoncé",32,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",33,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",34,"4"
"I lived, I loved",73506,"I Was Here",498,"Beyoncé",35,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",36,"4"
"I did, I've done everything that I wanted",73506,"I Was Here",498,"Beyoncé",37,"4"
"And it was more than I thought it would be",73506,"I Was Here",498,"Beyoncé",38,"4"
"I wanna leave my mark so everyone will know",73506,"I Was Here",498,"Beyoncé",39,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",40,"4"
"I lived (I lived), I loved",73506,"I Was Here",498,"Beyoncé",41,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",42,"4"
"I did (I did), I've done",73506,"I Was Here",498,"Beyoncé",43,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",44,"4"
"I lived (I lived)",73506,"I Was Here",498,"Beyoncé",45,"4"
"I loved (I loved)",73506,"I Was Here",498,"Beyoncé",46,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",47,"4"
"I did, I've done",73506,"I Was Here",498,"Beyoncé",48,"4"
"I was here",73506,"I Was Here",498,"Beyoncé",49,"4"
"I'm in my penthouse half-naked",299338,"Jealous",498,"Beyoncé",1,"Beyoncé"
"I cooked this meal for you naked",299338,"Jealous",498,"Beyoncé",2,"Beyoncé"
"So where the hell you at?",299338,"Jealous",498,"Beyoncé",3,"Beyoncé"
"Just one shot left of this drink, in this glass",299338,"Jealous",498,"Beyoncé",4,"Beyoncé"
"Don't make me break it",299338,"Jealous",498,"Beyoncé",5,"Beyoncé"
"I wish that you were me",299338,"Jealous",498,"Beyoncé",6,"Beyoncé"
"So you could feel this feeling",299338,"Jealous",498,"Beyoncé",7,"Beyoncé"
"I never broke one promise, and I know when you're not honest",299338,"Jealous",498,"Beyoncé",8,"Beyoncé"
"Now you got me yelling that's because I'm jealous",299338,"Jealous",498,"Beyoncé",9,"Beyoncé"
"If you keeping your promise, I'm keeping mine",299338,"Jealous",498,"Beyoncé",10,"Beyoncé"
"Oh, I'm jealous",299338,"Jealous",498,"Beyoncé",11,"Beyoncé"
"If you keeping your promise, I'm keeping mine",299338,"Jealous",498,"Beyoncé",12,"Beyoncé"
"Oh, I'm jealous",299338,"Jealous",498,"Beyoncé",13,"Beyoncé"
"Sometimes I wanna walk in your shoes",299338,"Jealous",498,"Beyoncé",14,"Beyoncé"
"Do the type of things that I never ever do",299338,"Jealous",498,"Beyoncé",15,"Beyoncé"
"So I take one look in the mirror and I say to myself",299338,"Jealous",498,"Beyoncé",16,"Beyoncé"
"""Baby girl, you can't survive like this, no""",299338,"Jealous",498,"Beyoncé",17,"Beyoncé"
"Take it one step further, freakum dress out my closet",299338,"Jealous",498,"Beyoncé",18,"Beyoncé"
"Yoncé fillin' out this skirt, I look damn good, I ain't lost it",299338,"Jealous",498,"Beyoncé",19,"Beyoncé"
"And I ain't missed a beat, boy, you been hanging out at night",299338,"Jealous",498,"Beyoncé",20,"Beyoncé"
"Tonight I'm staying out 'til tomorrow",299338,"Jealous",498,"Beyoncé",21,"Beyoncé"
"Dancing on them tables ain't got no cares, no sorrow",299338,"Jealous",498,"Beyoncé",22,"Beyoncé"
"I ran into my ex, said what up to his besties",299338,"Jealous",498,"Beyoncé",23,"Beyoncé"
"Now we reminiscing how we used to flex in Texas, don't be jealous",299338,"Jealous",498,"Beyoncé",24,"Beyoncé"
"If you keeping your promise, I'm keeping mine",299338,"Jealous",498,"Beyoncé",25,"Beyoncé"
"Oh, I'm jealous",299338,"Jealous",498,"Beyoncé",26,"Beyoncé"
"If you keeping your promise, I'm keeping mine",299338,"Jealous",498,"Beyoncé",27,"Beyoncé"
"Oh, I'm jealous",299338,"Jealous",498,"Beyoncé",28,"Beyoncé"
"Sometimes I wanna walk in your shoes",299338,"Jealous",498,"Beyoncé",29,"Beyoncé"
"Do the type of things that I never ever do",299338,"Jealous",498,"Beyoncé",30,"Beyoncé"
"So I take one look in the mirror and I say to myself",299338,"Jealous",498,"Beyoncé",31,"Beyoncé"
"""Baby girl, you can't survive like this, no""",299338,"Jealous",498,"Beyoncé",32,"Beyoncé"
"And I hate you for your lies and your covers",299338,"Jealous",498,"Beyoncé",33,"Beyoncé"
"And I hate us for making good love to each other",299338,"Jealous",498,"Beyoncé",34,"Beyoncé"
"And I love making you jealous but don't judge me",299338,"Jealous",498,"Beyoncé",35,"Beyoncé"
"And I know that I'm being hateful but that ain't nothing",299338,"Jealous",498,"Beyoncé",36,"Beyoncé"
"That ain't nothing",299338,"Jealous",498,"Beyoncé",37,"Beyoncé"
"I'm just jealous, I'm just human, don't judge me",299338,"Jealous",498,"Beyoncé",38,"Beyoncé"
"If you keeping your promise, I'm keeping mine",299338,"Jealous",498,"Beyoncé",39,"Beyoncé"
"Oh, I'm jealous",299338,"Jealous",498,"Beyoncé",40,"Beyoncé"
"If you keeping your promise, I'm keeping mine",299338,"Jealous",498,"Beyoncé",41,"Beyoncé"
"Oh, I'm jealous",299338,"Jealous",498,"Beyoncé",42,"Beyoncé"
"You know I hate sleeping alone",72523,"Kitty Kat",498,"Beyoncé",1,"B'Day"
"But you said that you would soon be home",72523,"Kitty Kat",498,"Beyoncé",2,"B'Day"
"But baby, that was a long time ago",72523,"Kitty Kat",498,"Beyoncé",3,"B'Day"
"I'm not feelin' it, I'm not feelin' it",72523,"Kitty Kat",498,"Beyoncé",4,"B'Day"
"On top of you not callin' me back",72523,"Kitty Kat",498,"Beyoncé",5,"B'Day"
"You see, I bet you think it's all on track",72523,"Kitty Kat",498,"Beyoncé",6,"B'Day"
"And you actin' like it's all o' that",72523,"Kitty Kat",498,"Beyoncé",7,"B'Day"
"I'm not feelin' it, I'm not feelin' it",72523,"Kitty Kat",498,"Beyoncé",8,"B'Day"
"Let's go, let's go little kitty cat",72523,"Kitty Kat",498,"Beyoncé",9,"B'Day"
"I think it's time to go",72523,"Kitty Kat",498,"Beyoncé",10,"B'Day"
"Let's go little kitty cat",72523,"Kitty Kat",498,"Beyoncé",11,"B'Day"
"He don't want no mo'",72523,"Kitty Kat",498,"Beyoncé",12,"B'Day"
